,meshcode,tnodeno,snodeno,enodeno,ysnodeno,yenodeno,passageno,geometry
60,513253,250,6866,2796,250,6884,0,
61,513253,251,2796,2794,251,6534,0,
62,513253,251,8881,251,2794,6512,0,
63,513253,252,6551,252,527,10849,8642,
64,513253,252,9497,527,252,890,8642,
65,513253,254,6544,10725,254,1809,0,
66,513253,257,259,257,1812,1877,8634,
67,513253,257,1801,1812,257,646,8634,
68,513253,260,4346,4345,260,549,0,
69,513253,260,10485,260,4345,9753,0,
70,513253,261,2689,318,261,10485,0,
71,513253,261,5180,261,318,2689,0,
72,513253,262,318,4343,262,3699,8613,
73,513253,262,3260,262,4343,607,8613,
74,513253,281,4344,3815,281,284,0,
75,513253,436,6953,968,436,241,8662,
76,513253,436,6959,436,968,6952,8662,
77,513253,437,6946,437,438,714,8654,
78,513253,437,7210,438,437,7178,8654,
79,513253,769,972,769,3644,4446,8633,
80,513253,769,972,769,3644,7328,8633,
81,513253,769,7329,3644,769,7339,8633,
82,513253,957,3392,957,2755,7653,8653,
83,513253,957,7654,2755,957,2756,8653,
84,513253,959,7380,960,959,7431,8620,
85,513253,959,7444,959,960,7445,8620,
86,513253,962,2392,3636,962,766,8627,
87,513253,962,3635,962,3636,7347,8627,
88,513253,964,4348,964,965,7193,8646,
89,513253,964,7191,965,964,963,8646,
90,513253,966,7180,966,983,7202,0,
91,513253,966,7201,983,966,4675,0,
92,513253,969,6877,969,3516,6968,0,
93,513253,971,7464,2758,971,7481,0,
94,513253,971,7476,971,2758,7455,0,
95,513253,973,2765,3312,973,2766,8641,
96,513253,973,8207,973,3312,7263,8641,
97,513253,976,438,4347,976,6949,0,
98,513253,976,6948,976,4347,8814,0,
99,513253,1594,7482,1594,4415,7652,8661,
100,513253,1594,10670,4415,1594,7498,8661,
101,513253,1801,258,10852,1801,1811,0,
102,513253,2389,777,2389,2760,7447,10688,
103,513253,2389,7446,2760,2389,10825,10688,
104,513253,2389,10825,2389,2760,958,0,
105,513253,2389,10825,2389,2760,7447,0,
106,513253,2746,2748,3939,2746,7614,0,
107,513253,2746,9856,2746,3939,7611,0,
108,513253,3260,281,3260,4344,1299,0,
109,513253,3260,4343,4344,3260,3259,0,
110,513253,3351,843,3351,3858,3353,0,
111,513253,3351,843,3351,3858,3860,0,
112,513253,3351,3352,3351,3858,3353,8734,
113,513253,3351,3353,3858,3351,843,0,
114,513253,3351,3353,3858,3351,6191,0,
115,513253,3351,6214,3858,3351,843,8734,
116,513253,3861,3864,3863,3861,5763,8719,
117,513253,3861,4442,3861,3863,680,8719,
118,513253,3865,4341,5776,3865,6110,0,
119,513253,3865,6112,3865,5776,5777,0,
120,513253,3919,223,3919,10320,3917,0,
121,513253,3919,7607,10320,3919,3920,0,
122,513253,3940,3939,3943,3940,9039,0,
123,513253,3940,3941,3940,3943,7612,0,
124,513253,3941,3943,3942,3941,3961,0,
125,513253,3941,3944,3941,3942,4608,0,
126,513253,3959,3962,3959,3964,8423,8632,
127,513253,3959,7638,3964,3959,3960,8632,
128,513253,4028,8242,4328,4028,5870,8694,
129,513253,4028,8803,4028,4328,9556,8694,
130,513253,4317,4553,4317,4422,3187,0,
131,513253,4317,5949,4318,4317,4553,0,
132,513253,4317,5949,4318,4422,3187,0,
133,513253,4341,3256,10437,4341,3856,0,
134,513253,4402,1122,4403,4402,4414,0,
135,513253,4402,1122,4403,4402,8237,0,
136,513253,4402,4401,4402,4403,1122,8621,
137,513253,4402,4414,4402,4403,1122,0,
138,513253,4402,4414,4402,4403,4404,0,
139,513253,4402,4414,4402,4403,10832,0,
140,513253,4402,8238,4403,4402,4414,8621,
141,513253,4536,3117,10857,4536,4932,0,
142,513253,4536,3117,10857,4536,10930,0,
143,513253,4536,4537,4536,10857,3117,11067,
144,513253,4536,4932,4536,10857,10931,0,
145,513253,4536,10732,10857,4536,4932,11067,
146,513253,4538,9170,4538,11022,3084,11048,
147,513253,4538,10518,11022,4538,4935,11048,
148,513253,4539,3098,10715,4539,3726,0,
149,513253,4539,3098,10715,4539,9177,0,
150,513253,4539,3726,4539,10715,3098,0,
151,513253,4539,3726,4539,10715,10495,0,
152,513253,4539,4540,4539,10715,3098,10845,
153,513253,4539,11022,10715,4539,3726,10845,
154,513253,10670,8127,11018,10670,10821,0,
155,513253,10670,10821,10670,11018,3392,0,
