,meshcode,linkno,oheight,owidth,oweight,rheight,rwidth,rweight,signcnt,signno,ohsignkdo,ohsignido,owisignkdo,owisignido,owesignkdo,owesignido,rhsignkdo,rhsignido,rwisignkdo,rwisignido,rwesignkdo,rwesignido,geometry
48,513243,15542,270,0,0,270,0,0,1,1,476635603,123763907,0,0,0,0,476635710,123763501,0,0,0,0,
49,513243,15551,450,0,0,450,0,0,1,1,476646581,123773933,0,0,0,0,476646671,123773511,0,0,0,0,
50,513243,15570,450,0,0,450,0,0,1,1,476616754,123757169,0,0,0,0,476616250,123757234,0,0,0,0,
51,513243,16278,280,0,0,0,0,0,1,1,476910945,123848539,0,0,0,0,0,0,0,0,0,0,
52,513243,16728,450,0,0,450,0,0,1,1,476754884,123844157,0,0,0,0,476755137,123843995,0,0,0,0,
53,513243,16896,450,0,0,450,0,0,1,1,476989634,123834968,0,0,0,0,476990767,123834072,0,0,0,0,
54,513243,17461,360,0,0,360,0,0,1,1,476812124,123875219,0,0,0,0,476813563,123878782,0,0,0,0,
55,513243,17851,250,0,0,0,0,0,1,1,476861329,123672469,0,0,0,0,0,0,0,0,0,0,
56,513243,17868,340,0,0,340,0,0,1,1,476644444,123771768,0,0,0,0,476644550,123771668,0,0,0,0,
57,513243,18260,300,0,0,300,0,0,1,1,476636540,123771424,0,0,0,0,476637093,123770802,0,0,0,0,
58,513243,18974,450,0,0,450,0,0,1,1,476986727,123829082,0,0,0,0,476986281,123829541,0,0,0,0,
59,513243,19014,450,0,0,450,0,0,1,1,476803089,123889930,0,0,0,0,476802875,123889784,0,0,0,0,
60,513243,19017,0,0,0,300,0,0,1,1,0,0,0,0,0,0,476872621,123887802,0,0,0,0,
61,513243,19136,440,0,0,440,0,0,1,1,476623339,123790685,0,0,0,0,476626651,123790044,0,0,0,0,
62,513243,19872,290,0,0,290,0,0,1,1,476692554,123819202,0,0,0,0,476693529,123817772,0,0,0,0,
63,513243,19901,250,0,0,250,0,0,1,1,476807942,123712450,0,0,0,0,476808523,123713934,0,0,0,0,
64,513243,20342,380,0,0,380,0,0,1,1,476793915,123719593,0,0,0,0,476793549,123718625,0,0,0,0,
65,513243,20460,280,0,0,280,0,0,1,1,476797227,123717618,0,0,0,0,476797602,123718651,0,0,0,0,
66,513243,20798,0,0,4000,0,0,4000,1,1,0,0,0,0,476686674,123756317,0,0,0,0,476687031,123755305,
67,513243,20944,330,0,0,330,0,0,1,1,476795400,123718094,0,0,0,0,476795753,123719056,0,0,0,0,
68,513243,21152,250,0,0,0,0,0,1,1,476989898,123822634,0,0,0,0,0,0,0,0,0,0,
