,meshcode,tnodeno,snodeno,enodeno,ysnodeno,yenodeno,passageno,geometry
68,513243,183,13630,13761,183,4293,13441,
69,513243,190,64,190,13859,5985,14151,
70,513243,193,517,13434,193,192,0,
71,513243,193,517,13434,193,7439,0,
72,513243,193,7439,193,13434,517,0,
73,513243,193,7439,193,13434,13953,0,
74,513243,193,7440,193,13434,517,13858,
75,513243,193,8456,13434,193,7439,13858,
76,513243,201,202,201,12351,5181,12406,
77,513243,262,264,13405,262,261,0,
78,513243,262,4140,262,13405,264,14282,
79,513243,262,13739,13405,262,261,14282,
80,513243,265,266,265,12552,12508,0,
81,513243,265,12498,12552,265,266,0,
82,513243,276,1737,8476,276,2657,0,
83,513243,276,1737,8476,12889,5813,13307,
84,513243,276,2657,276,8476,13907,0,
85,513243,276,2657,276,12889,5813,8476,
86,513243,276,2657,276,12889,12904,8476,
87,513243,276,12141,276,12889,5813,8476,
88,513243,276,14119,12889,276,2657,13307,
89,513243,276,14119,12889,276,2657,8476,
90,513243,277,11519,277,12503,11783,0,
91,513243,277,11519,277,12503,12498,0,
92,513243,277,11783,12503,277,11519,0,
93,513243,277,11783,12503,277,11784,0,
94,513243,277,11785,277,12503,11783,12561,
95,513243,277,12505,12503,277,11519,12561,
96,513243,302,11420,8267,302,5759,12169,
97,513243,302,11423,302,8267,11422,12169,
98,513243,315,187,315,14284,10910,13414,
99,513243,315,10910,14284,315,11494,0,
100,513243,315,11493,315,14284,10910,0,
101,513243,315,11493,315,14284,13849,0,
102,513243,358,545,358,359,360,0,
103,513243,358,7023,359,358,406,0,
104,513243,358,7023,359,358,545,0,
105,513243,387,386,13174,387,12066,13483,
106,513243,387,2781,387,13174,1159,13483,
107,513243,481,10113,481,14090,10062,14145,
108,513243,481,13605,14090,481,1312,14145,
109,513243,513,1137,514,513,13459,0,
110,513243,513,12242,514,513,13459,0,
111,513243,513,13459,513,514,1137,0,
112,513243,513,13459,513,514,3909,0,
113,513243,548,1540,1541,548,12865,0,
114,513243,548,12865,548,1541,1540,0,
115,513243,597,601,600,597,11562,0,
116,513243,597,601,600,1254,3119,0,
117,513243,597,8728,1254,600,6512,0,
118,513243,597,8728,1254,6511,4060,0,
119,513243,613,442,613,1260,612,0,
120,513243,613,442,613,1260,4782,0,
121,513243,613,612,1260,613,442,0,
122,513243,613,612,1260,613,444,0,
123,513243,660,1627,13210,660,676,0,
124,513243,660,1627,13210,660,13208,0,
125,513243,681,682,12176,681,990,0,
126,513243,681,682,12176,681,1084,0,
127,513243,681,1084,681,12176,682,0,
128,513243,681,1084,681,12176,12152,0,
129,513243,681,1533,681,12176,682,12189,
130,513243,681,12142,12176,681,1084,12189,
131,513243,704,1324,704,13737,10100,0,
132,513243,704,1324,704,13737,13840,0,
133,513243,704,6361,704,13737,10100,14280,
134,513243,704,10100,13737,704,1089,0,
135,513243,704,10100,13737,704,1324,0,
136,513243,704,14243,13737,704,1324,14280,
137,513243,708,709,708,13857,9877,13754,
138,513243,708,5135,708,13857,9877,0,
139,513243,708,5135,708,13857,13429,0,
140,513243,708,9877,13857,708,1318,0,
141,513243,708,9877,13857,708,5135,0,
142,513243,708,13431,13857,708,5135,13754,
143,513243,713,13753,13430,713,679,13623,
144,513243,791,481,791,13605,10237,14146,
145,513243,791,14025,13605,791,2866,14146,
146,513243,837,526,14200,837,4140,0,
147,513243,837,526,14200,837,13066,0,
148,513243,837,6523,837,14200,526,14310,
149,513243,837,13066,837,14200,526,0,
150,513243,837,13066,837,14200,13406,0,
151,513243,858,12607,858,12601,299,0,
152,513243,864,1499,864,14074,5860,14229,
153,513243,865,866,865,13326,13325,13707,
154,513243,865,13561,13326,865,1738,13707,
155,513243,883,927,11558,883,1168,0,
156,513243,883,927,11558,883,11560,0,
157,513243,883,1168,883,11558,927,0,
158,513243,883,1168,883,11558,11556,0,
159,513243,883,11554,11558,883,1168,12311,
160,513243,883,11555,883,11558,927,12311,
161,513243,933,932,933,12523,6430,12530,
162,513243,933,12515,12523,933,6447,12530,
163,513243,934,12545,12537,934,3998,0,
164,513243,935,3997,935,12545,12537,0,
165,513243,935,12508,12545,935,3997,0,
166,513243,936,935,936,12508,10587,0,
167,513243,936,10587,12508,936,265,0,
168,513243,1088,8348,1088,13398,3718,14198,
169,513243,1088,13942,13398,1088,6418,14198,
170,513243,1168,557,12782,1168,883,0,
171,513243,1168,557,12782,1168,4367,0,
172,513243,1168,883,1168,12782,557,0,
173,513243,1168,883,1168,12782,12287,0,
174,513243,1231,1230,1231,7597,7596,0,
175,513243,1235,1232,12830,1235,9307,0,
176,513243,1235,9307,1235,12830,1232,0,
177,513243,1235,9307,1235,12830,12861,0,
178,513243,1438,1437,1438,13363,10234,0,
179,513243,1438,1437,1438,13363,13364,0,
180,513243,1438,6721,1438,13363,10234,13580,
181,513243,1438,10234,13363,1438,1437,0,
182,513243,1438,10234,13363,1438,11806,0,
183,513243,1438,13724,13363,1438,1437,13580,
184,513243,1500,1501,1500,13347,4120,14183,
185,513243,1500,13571,13347,1500,10776,14183,
186,513243,1501,4133,1501,13561,13326,0,
187,513243,1501,13347,13561,1501,4133,0,
188,513243,1506,13326,14065,1506,13050,0,
189,513243,1532,1531,1532,12182,2225,12196,
190,513243,1650,7347,11559,1650,6144,0,
191,513243,1650,7347,11559,1650,7352,0,
192,513243,1650,7347,11559,1650,11549,0,
193,513243,1650,11548,11559,1650,7352,12303,
194,513243,1650,11551,1650,11559,7347,12303,
195,513243,1739,864,1739,14131,4147,14269,
196,513243,1739,4147,14131,1739,1740,0,
197,513243,1739,4147,14131,1739,5960,0,
198,513243,1739,5960,1739,14131,4147,0,
199,513243,1739,5960,1739,14131,14074,0,
200,513243,1739,13370,14131,1739,5960,14269,
201,513243,1741,2724,1741,13369,1744,13933,
202,513243,1741,13584,13369,1741,1742,13933,
203,513243,2131,1992,2131,13394,2130,13839,
204,513243,2318,2317,2318,13831,4187,0,
205,513243,2318,14149,13831,2318,2336,0,
206,513243,2319,4186,14149,2319,14334,0,
207,513243,2319,4186,14149,2320,2321,0,
208,513243,2319,5952,2320,14149,4186,0,
209,513243,2319,5952,2320,14149,13831,0,
210,513243,2319,13740,2319,2320,2321,0,
211,513243,2319,13740,2319,14149,4186,0,
212,513243,2319,13946,14149,2319,14334,0,
213,513243,2323,10760,2323,14028,5977,0,
214,513243,2323,13610,14028,2323,5976,0,
215,513243,2339,11439,2339,14311,2338,0,
216,513243,2339,14334,14311,2339,2340,0,
217,513243,2724,1740,2724,13585,4191,0,
218,513243,2724,13727,13585,2724,4159,0,
219,513243,2782,2786,2782,13874,7027,13776,
220,513243,2782,13655,13874,2782,7030,13776,
221,513243,2783,2782,2783,13655,7026,13175,
222,513243,2783,13482,13655,2783,8233,13175,
223,513243,2785,2784,2785,13645,2803,0,
224,513243,2785,2784,2785,13645,13775,0,
225,513243,2785,2803,13645,2785,2784,0,
226,513243,2785,2803,13645,2785,2786,0,
227,513243,2785,2807,2785,13645,2803,13876,
228,513243,2785,13773,13645,2785,2784,13876,
229,513243,2791,2795,2791,13439,13758,13628,
230,513243,2791,13647,13439,2791,7007,13628,
231,513243,2793,2808,2793,13862,10916,13956,
232,513243,2793,13759,13862,2793,7020,13956,
233,513243,2795,7014,2795,13438,13759,0,
234,513243,2795,14035,13438,2795,7014,14097,
235,513243,2807,2792,2807,13775,7072,13962,
236,513243,2807,13645,13775,2807,7070,13962,
237,513243,2854,1326,2854,5428,5429,0,
238,513243,2854,1327,2854,5428,5429,0,
239,513243,2865,2713,2865,13366,12998,13582,
240,513243,2865,13402,13366,2865,2176,13582,
241,513243,4083,5840,12877,4083,297,0,
242,513243,4083,5840,12877,4083,1737,0,
243,513243,4083,12380,4083,12877,5840,13306,
244,513243,4083,14118,12877,4083,297,13306,
245,513243,4100,4143,4100,4149,4150,0,
246,513243,4100,4143,4100,4149,5958,0,
247,513243,4100,5958,4149,4100,4101,0,
248,513243,4100,5958,4149,4100,4143,0,
249,513243,5576,791,5576,14025,10238,14091,
250,513243,5576,13738,14025,5576,10230,14091,
251,513243,5634,12188,5634,14026,12753,14309,
252,513243,5634,13943,14026,5634,5635,14309,
253,513243,6521,12115,8523,6521,3256,0,
254,513243,6521,12115,8523,6521,11598,0,
255,513243,6767,6748,6767,13841,8583,13603,
256,513243,6767,13399,13841,6767,7886,13603,
257,513243,7244,7356,7327,7244,6658,0,
258,513243,7436,7437,7436,13771,7438,0,
259,513243,7436,7437,7436,13771,13643,0,
260,513243,7436,7438,13771,7436,7435,0,
261,513243,7436,7438,13771,7436,7437,0,
262,513243,7819,263,7819,8263,11410,12180,
263,513243,7819,10623,7819,8263,11410,0,
264,513243,7819,10623,7819,8263,13095,0,
265,513243,7819,11744,8263,7819,10623,12180,
266,513243,8264,13528,8264,8276,11746,0,
267,513243,8265,1587,8279,8265,11413,0,
268,513243,8265,1587,8279,8265,13529,0,
269,513243,8265,8278,8279,8265,13529,12174,
270,513243,8265,11417,8265,8279,1587,12174,
271,513243,8265,13529,8265,8279,1587,0,
272,513243,8265,13529,8265,8279,11416,0,
273,513243,8266,11416,8280,8266,11419,0,
274,513243,8266,11418,8266,8280,4035,0,
275,513243,8645,2353,8645,13410,1743,14408,
276,513243,8645,13611,13410,8645,12095,14408,
277,513243,11455,11456,11455,13848,11440,0,
278,513243,11455,11456,11455,14390,6315,13848,
279,513243,11455,14283,14390,11455,13056,13743,
280,513243,11455,14283,14390,13743,14246,0,
281,513243,11554,883,11560,11554,6387,0,
282,513243,12054,12053,12054,13401,13402,0,
283,513243,12054,12053,12054,13401,13581,0,
284,513243,12054,12385,12054,13401,13581,14244,
285,513243,12054,13581,13401,12054,2744,0,
286,513243,12054,13581,13401,12054,12053,0,
287,513243,12054,13843,13401,12054,12053,14244,
288,513243,12058,857,12897,12058,14363,0,
289,513243,12058,857,12897,12058,14364,0,
290,513243,12058,13986,12897,12058,14363,13304,
291,513243,12058,13991,12058,12897,857,13304,
292,513243,12058,14363,12058,12897,857,0,
293,513243,12058,14363,12058,12897,14218,0,
294,513243,12416,13548,12876,12416,13989,13550,
295,513243,12416,13804,12416,12876,296,13550,
296,513243,13310,8094,13701,13310,1654,0,
297,513243,13310,8094,13701,13994,13553,0,
298,513243,13310,12397,13310,13911,8094,0,
299,513243,13310,12397,13310,13994,13553,0,
300,513243,13310,12484,13911,13310,1654,0,
301,513243,13310,12484,13911,13701,11705,0,
302,513243,13310,14065,13994,13701,11705,0,
303,513243,13310,14065,13994,13911,8094,0,
304,513243,13388,615,13388,13731,14192,0,
305,513243,13388,615,13388,13731,14330,0,
306,513243,13388,7373,13731,13388,615,13595,
307,513243,13388,14238,13388,13731,14330,13595,
308,513243,13388,14330,13731,13388,615,0,
309,513243,13388,14330,13731,13388,7366,0,
310,513243,13704,848,13704,13812,13913,0,
311,513243,13704,848,13704,13812,14067,0,
312,513243,13704,13695,13704,13812,14067,13996,
313,513243,13704,14067,13812,13704,848,0,
314,513243,13704,14067,13812,13704,14123,0,
315,513243,13704,14295,13812,13704,848,13996,
316,513243,13746,182,13853,13746,13418,0,
317,513243,13746,13614,13850,13853,13951,0,
318,513243,13746,13617,13746,13850,4284,0,
319,513243,13746,13617,13746,13850,13745,0,
320,513243,13746,13852,13746,13850,4284,0,
321,513243,13746,13852,13746,13850,13745,0,
322,513243,13940,6597,13940,14023,13358,0,
323,513243,13940,6597,13940,14023,14407,0,
324,513243,13940,13358,14023,13940,6597,0,
325,513243,13940,13358,14023,13940,14088,0,
326,513243,13940,14389,13940,14023,13358,14457,
327,513243,13940,14430,14023,13940,6597,14457,
328,513243,13959,493,13959,14037,722,0,
329,513243,13959,493,13959,14037,13869,0,
330,513243,13959,722,14037,13959,199,0,
331,513243,13959,722,14037,13959,493,0,
332,513243,14189,14550,14496,14549,14015,14189,
333,513243,14189,14555,14549,14496,14502,14189,
334,513243,14321,11764,14321,14364,14346,0,
335,513243,14321,11764,14321,14364,14399,0,
336,513243,14321,12058,14364,14321,11764,14380,
337,513243,14321,14167,14321,14364,14346,14380,
338,513243,14321,14168,14321,14364,14346,14380,
339,513243,14321,14346,14364,14321,11764,0,
340,513243,14321,14346,14364,14321,13903,0,
341,513243,14328,13930,14328,14350,14369,14543,
342,513243,14328,14521,14350,14328,14080,14543,
343,513243,14431,13932,14431,14443,14514,0,
344,513243,14431,13932,14431,14443,14540,0,
345,513243,14431,14514,14443,14431,13932,0,
346,513243,14431,14514,14443,14431,14547,0,
347,513243,14431,14536,14431,14443,14514,14546,
348,513243,14431,14544,14443,14431,13932,14546,
