,meshcode,fromlinkno,tolinkno,snodeno,tnodeno,enodeno,day,shour,ehour,sdate,edate,cartype,carwait,carthaba,carthigh,geometry
1472,513244,10676,10357,8438,8294,8248,100000000,0000,2400,0101,1231,0,0,0,0,
1473,513244,10676,10599,8438,8294,221,100000000,0000,2400,0101,1231,0,0,0,0,
1474,513244,10677,10679,8415,3793,8416,100000000,0000,2400,0101,1231,0,0,0,0,
1475,513244,10679,6408,8416,3793,3361,100000000,0000,2400,0101,1231,0,0,0,0,
1476,513244,10679,10677,8416,3793,8415,100000000,0000,2400,0101,1231,0,0,0,0,
1477,513244,10684,10557,8437,8370,8388,100000000,0000,2400,0101,1231,0,0,0,0,
1478,513244,10684,10695,8437,8370,8445,100000000,0000,2400,0101,1231,0,0,0,0,
1479,513244,10685,10599,8438,221,8294,100000000,0000,2400,0101,1231,0,0,0,0,
1480,513244,10685,10653,8438,221,8427,100000000,0000,2400,0101,1231,0,0,0,0,
1481,513244,10690,10557,8442,8388,8370,100000000,0000,2400,0101,1231,0,0,0,0,
1482,513244,10693,10554,8435,8419,8400,100000000,0000,2400,0101,1231,0,0,0,0,
1483,513244,10698,10635,8434,8402,7083,100000000,0000,2400,0101,1231,0,0,0,0,
1484,513244,10698,10688,8434,8402,8421,100000000,0000,2400,0101,1231,0,0,0,0,
1485,513244,10702,10291,8434,7083,8348,100000000,0000,2400,0101,1231,0,0,0,0,
1486,513244,10702,10635,8434,7083,8402,100000000,0000,2400,0101,1231,0,0,0,0,
1487,513244,10740,4881,8475,1468,1467,100000000,0700,0900,0101,1231,0,0,0,0,
1488,513244,10743,9677,8478,4303,8081,100000000,0000,2400,0101,1231,0,0,0,0,
1489,513244,10745,2326,8480,3751,8117,100000000,0000,2400,0101,1231,0,0,0,0,
1490,513244,10751,10163,8486,8082,7943,100000000,0000,2400,0101,1231,0,0,0,0,
1491,513244,10751,10224,8486,8082,7537,100000000,0000,2400,0101,1231,0,0,0,0,
1492,513244,10758,116,8493,2075,126,100000000,0000,2400,0101,1231,0,0,0,0,
1493,513244,10792,8339,8527,7859,6346,100000000,0000,2400,0101,1231,0,0,0,0,
1494,513244,10792,9797,8527,7859,7860,100000000,0000,2400,0101,1231,0,0,0,0,
